observation_date,UK,notes,Euro,notes2
2017-04-26,1.2838,,1.0872,
2017-04-27,1.2889,,1.0864,
2017-04-28,1.2938,,1.0895,
2017-05-01,1.2917,,1.0912,
2017-05-02,1.2921,,1.0910,
2017-05-03,1.2916,,1.0920,
2017-05-04,1.2910,,1.0967,
2017-05-05,1.2950,,1.0996,
2017-05-08,1.2942,,1.0928,
2017-05-09,1.2939,,1.0875,
2017-05-10,1.2939,,1.0873,
2017-05-11,1.2885,,1.0869,
2017-05-12,1.2880,,1.0926,
2017-05-15,1.2917,,1.0979,
2017-05-16,1.2912,,1.1072,
2017-05-17,1.2944,,1.1134,
2017-05-18,1.3009,,1.1130,
2017-05-19,1.3018,,1.1190,
2017-05-22,1.3006,,1.1236,
2017-05-23,1.2984,,1.1198,
2017-05-24,1.2935,,1.1175,
2017-05-25,1.2954,,1.1218,
2017-05-26,1.2795,,1.1170,
2017-05-29,,,,
2017-05-30,1.2858,,1.1183,
2017-05-31,1.2905,,1.1236,
2017-06-01,1.2894,,1.1214,
2017-06-02,1.2885,,1.1270,
2017-06-05,1.2917,,1.1250,
2017-06-06,1.2901,,1.1266,
2017-06-07,1.2941,,1.1236,
2017-06-08,1.2939,Snap general election,1.1217,
2017-06-09,1.2737,,1.1190,
2017-06-12,1.2658,,1.1204,
2017-06-13,1.2739,,1.1194,
2017-06-14,1.2808,,1.1277,
2017-06-15,1.2768,,1.1152,
2017-06-16,1.2778,,1.1194,
2017-06-19,1.2743,,1.1160,
2017-06-20,1.2628,,1.1124,
2017-06-21,1.2667,,1.1143,
2017-06-22,1.2659,,1.1148,
2017-06-23,1.2727,,1.1196,
2017-06-26,1.2732,,1.1196,
2017-06-27,1.2791,,1.1300,
2017-06-28,1.2936,,1.1364,
2017-06-29,1.2984,,1.1420,
2017-06-30,1.2995,,1.1411,
2017-07-03,1.2951,,1.1367,
2017-07-04,,,,
2017-07-05,1.2934,,1.1336,
2017-07-06,1.2967,,1.1409,
2017-07-07,1.2880,,1.1396,
2017-07-10,1.2884,,1.1396,
2017-07-11,1.2851,,1.1430,
2017-07-12,1.2889,,1.1411,
2017-07-13,1.2921,,1.1385,
2017-07-14,1.3079,,1.1452,
2017-07-17,1.3058,,1.1470,
2017-07-18,1.3026,,1.1578,
2017-07-19,1.3036,,1.1518,
2017-07-20,1.2976,,1.1634,
2017-07-21,1.2968,,1.1655,
2017-07-24,1.3028,,1.1642,
2017-07-25,1.3046,,1.1656,
2017-07-26,1.3048,,1.1632,
2017-07-27,1.3065,,1.1656,
2017-07-28,1.3124,,1.1754,
2017-07-31,1.3196,,1.1826,
2017-08-01,1.3206,,1.1799,
2017-08-02,1.3236,,1.1861,
2017-08-03,1.3144,,1.1880,
2017-08-04,1.3036,,1.1754,
2017-08-07,1.3021,,1.1788,
2017-08-08,1.2968,,1.1724,
2017-08-09,1.2997,,1.1748,
2017-08-10,1.2978,,1.1751,
2017-08-11,1.2988,,1.1811,
2017-08-14,1.2975,,1.1786,
2017-08-15,1.2862,,1.1736,
2017-08-16,1.2860,,1.1703,
2017-08-17,1.2888,,1.1736,
2017-08-18,1.2847,,1.1748,
2017-08-21,1.2903,,1.1814,
2017-08-22,1.2834,,1.1762,
2017-08-23,1.2787,,1.1802,
2017-08-24,1.2802,,1.1801,
2017-08-25,1.2873,,1.1874,
2017-08-28,1.2927,,1.1973,
2017-08-29,1.2937,,1.2025,
2017-08-30,1.2934,,1.1927,
2017-08-31,1.2888,,1.1894,
2017-09-01,1.2972,,1.1878,
2017-09-04,,,,
2017-09-05,1.3013,,1.1911,
2017-09-06,1.3073,,1.1943,
2017-09-07,1.3094,,1.2028,
2017-09-08,1.3211,,1.2041,
2017-09-11,1.3173,,1.1964,
2017-09-12,1.3280,,1.1968,
2017-09-13,1.3218,,1.1898,
2017-09-14,1.3398,,1.1886,
2017-09-15,1.3578,,1.1959,
2017-09-18,1.3485,,1.1938,
2017-09-19,1.3517,,1.1980,
2017-09-20,1.3564,,1.1998,
2017-09-21,1.3576,,1.1946,
2017-09-22,1.3531,,1.1969,
2017-09-25,1.3457,,1.1852,
2017-09-26,1.3422,,1.1772,
2017-09-27,1.3401,,1.1747,
2017-09-28,1.3435,,1.1776,
2017-09-29,1.3402,,1.1813,
2017-10-02,1.3268,,1.1745,
2017-10-03,1.3251,,1.1759,
2017-10-04,1.3268,,1.1760,
2017-10-05,1.3132,,1.1706,
2017-10-06,1.3063,,1.1732,
2017-10-09,,,,
2017-10-10,1.3215,,1.1804,
2017-10-11,1.3210,,1.1847,
2017-10-12,1.3174,,1.1840,
2017-10-13,1.3304,,1.1837,
2017-10-16,1.3285,,1.1810,
2017-10-17,1.3182,,1.1754,
2017-10-18,1.3183,,1.1775,
2017-10-19,1.3181,,1.1842,
2017-10-20,1.3179,,1.1770,
2017-10-23,1.3201,,1.1762,
2017-10-24,1.3124,,1.1766,
2017-10-25,1.3252,,1.1802,
2017-10-26,1.3181,,1.1700,
2017-10-27,1.3108,,1.1580,
2017-10-30,1.3195,,1.1626,
2017-10-31,1.3281,,1.1648,
2017-11-01,1.3257,,1.1618,
2017-11-02,1.3068,,1.1672,
2017-11-03,1.3067,,1.1616,
2017-11-06,1.3145,,1.1600,
2017-11-07,1.3152,,1.1577,
2017-11-08,1.3108,,1.1591,
2017-11-09,1.3133,,1.1648,
2017-11-10,,,,
2017-11-13,1.3101,,1.1656,
2017-11-14,1.3128,,1.1764,
2017-11-15,1.3165,,1.1794,
2017-11-16,1.3197,,1.1772,
2017-11-17,1.3222,,1.1799,
2017-11-20,1.3241,,1.1741,
2017-11-21,1.3232,,1.1741,
2017-11-22,1.3291,,1.1789,
2017-11-23,,,,
2017-11-24,1.3336,,1.1936,
2017-11-27,1.3333,,1.1911,
2017-11-28,1.3231,,1.1878,
2017-11-29,1.3436,,1.1858,
2017-11-30,1.3506,,1.1898,
2017-12-01,1.3505,,1.1910,
2017-12-04,1.3465,,1.1848,
2017-12-05,1.3450,,1.1820,
2017-12-06,1.3382,,1.1788,
2017-12-07,1.3432,,1.1790,
2017-12-08,1.3367,,1.1761,
2017-12-11,1.3363,,1.1802,
2017-12-12,1.3323,,1.1725,
2017-12-13,1.3365,,1.1762,
2017-12-14,1.3440,,1.1778,
2017-12-15,1.3316,,1.1778,
2017-12-18,1.3398,,1.1804,
2017-12-19,1.3356,,1.1822,
2017-12-20,1.3408,,1.1881,
2017-12-21,1.3372,,1.1872,
2017-12-22,1.3379,,1.1839,
2017-12-25,,,,
2017-12-26,1.3369,,1.1867,
2017-12-27,1.3403,,1.1902,
2017-12-28,1.3450,,1.1952,
2017-12-29,1.3529,,1.2022,
2018-01-01,,,,
2018-01-02,1.3596,,1.2050,
2018-01-03,1.3522,,1.2030,
2018-01-04,1.3539,,1.2064,
2018-01-05,1.3562,,1.2039,
2018-01-08,1.3566,,1.1973,
2018-01-09,1.3518,,1.1922,
2018-01-10,1.3513,,1.1958,
2018-01-11,1.3543,,1.2035,
2018-01-12,1.3689,,1.2130,
2018-01-15,,,,
2018-01-16,1.3774,,1.2244,
2018-01-17,1.3824,,1.2229,
2018-01-18,1.3889,,1.2238,
2018-01-19,1.3857,,1.2238,
2018-01-22,1.3944,,1.2230,
2018-01-23,1.3968,,1.2277,
2018-01-24,1.4198,,1.2390,
2018-01-25,1.4264,,1.2488,
2018-01-26,1.4179,,1.2422,
2018-01-29,1.4042,,1.2352,
2018-01-30,1.4124,,1.2390,
2018-01-31,1.4190,,1.2428,
2018-02-01,1.4247,,1.2482,
2018-02-02,1.4126,,1.2446,
2018-02-05,1.4022,,1.2418,
2018-02-06,1.3951,,1.2381,
2018-02-07,1.3881,,1.2281,
2018-02-08,1.3915,,1.2238,
2018-02-09,1.3794,,1.2226,
2018-02-12,1.3820,,1.2267,
2018-02-13,1.3892,,1.2363,
2018-02-14,1.3955,,1.2396,
2018-02-15,1.4061,,1.2482,
2018-02-16,1.4055,,1.2442,
2018-02-19,,,,
2018-02-20,1.4021,,1.2348,
2018-02-21,1.3946,,1.2314,
2018-02-22,1.3939,,1.2326,
2018-02-23,1.3979,,1.2298,
2018-02-26,1.3952,,1.2296,
2018-02-27,1.3906,,1.2239,
2018-02-28,1.3794,,1.2211,
2018-03-01,1.3755,,1.2216,
2018-03-02,1.3769,,1.2314,
2018-03-05,1.3856,,1.2330,
2018-03-06,1.3886,,1.2415,
2018-03-07,1.3888,,1.2397,
2018-03-08,1.3824,,1.2314,
2018-03-09,1.3863,,1.2326,
2018-03-12,1.3898,,1.2318,
2018-03-13,1.3987,,1.2398,
2018-03-14,1.3946,,1.2362,
2018-03-15,1.3951,,1.2321,
2018-03-16,1.3919,,1.2280,
2018-03-19,1.4032,,1.2329,
2018-03-20,1.4013,,1.2271,
2018-03-21,1.4064,,1.2268,
2018-03-22,1.4098,,1.2310,
2018-03-23,1.4151,,1.2360,
2018-03-26,1.4236,,1.2440,
2018-03-27,1.4161,,1.2410,
2018-03-28,1.4110,,1.2351,
2018-03-29,1.4029,,1.2297,
2018-03-30,1.4027,,1.2320,
2018-04-02,1.4032,,1.2288,
2018-04-03,1.4068,,1.2261,
2018-04-04,1.4076,,1.2292,
2018-04-05,1.3991,,1.2230,
2018-04-06,1.4088,,1.2274,
2018-04-09,1.4136,,1.2320,
2018-04-10,1.4161,,1.2338,
2018-04-11,1.4194,,1.2384,
2018-04-12,1.4244,,1.2320,
2018-04-13,1.4255,,1.2322,
2018-04-16,1.4332,,1.2373,
2018-04-17,1.4301,,1.2345,
2018-04-18,1.4227,,1.2380,
2018-04-19,1.4193,,1.2336,
2018-04-20,1.4033,,1.2282,
2018-04-23,1.3953,,1.2216,
2018-04-24,1.3975,,1.2226,
2018-04-25,1.3941,,1.2178,
2018-04-26,1.3927,,1.2113,
2018-04-27,1.3785,,1.2108,
2018-04-30,1.3751,,1.2074,
2018-05-01,1.3611,,1.2000,
2018-05-02,1.3610,,1.1968,
2018-05-03,1.3569,,1.1970,
2018-05-04,1.3535,,1.1946,
2018-05-07,1.3567,,1.1927,
2018-05-08,1.3521,,1.1863,
2018-05-09,1.3567,,1.1852,
2018-05-10,1.3487,,1.1896,
2018-05-11,1.3549,,1.1951,
2018-05-14,1.3595,,1.1976,
2018-05-15,1.3512,,1.1864,
2018-05-16,1.3478,,1.1788,
2018-05-17,1.3507,,1.1798,
2018-05-18,1.3476,,1.1775,
2018-05-21,1.3418,,1.1768,
2018-05-22,1.3445,,1.1783,
2018-05-23,1.3341,,1.1693,
2018-05-24,1.3384,,1.1729,
2018-05-25,1.3321,,1.1666,
2018-05-28,,,,
2018-05-29,1.3258,,1.1551,
2018-05-30,1.3296,,1.1664,
2018-05-31,1.3289,,1.1670,
2018-06-01,1.3358,,1.1679,
2018-06-04,1.3314,,1.1696,
2018-06-05,1.3360,,1.1672,
2018-06-06,1.3429,,1.1778,
2018-06-07,1.3427,,1.1815,
2018-06-08,1.3406,,1.1773,
2018-06-11,1.3386,,1.1802,
2018-06-12,1.3416,,1.1792,
2018-06-13,1.3378,,1.1784,
2018-06-14,1.3333,,1.1634,
2018-06-15,1.3283,,1.1616,
2018-06-18,1.3247,,1.1606,
2018-06-19,1.3172,,1.1577,
2018-06-20,1.3213,,1.1592,
2018-06-21,1.3251,,1.1600,
2018-06-22,1.3258,,1.1630,
2018-06-25,1.3273,,1.1694,
2018-06-26,1.3243,,1.1675,
2018-06-27,1.3139,,1.1588,
2018-06-28,1.3095,,1.1582,
2018-06-29,1.3197,,1.1677,
2018-07-02,1.3133,,1.1604,
2018-07-03,1.3174,,1.1653,
2018-07-04,,,,
2018-07-05,1.3228,,1.1697,
2018-07-06,1.3262,,1.1738,
2018-07-09,1.3202,,1.1744,
2018-07-10,1.3266,,1.1728,
2018-07-11,1.3241,,1.1722,
2018-07-12,1.3238,,1.1692,
2018-07-13,1.3216,,1.1667,
2018-07-16,1.3236,,1.1710,
2018-07-17,1.3161,,1.1664,
2018-07-18,1.3050,,1.1645,
2018-07-19,1.2987,,1.1604,
2018-07-20,1.3114,,1.1708,
2018-07-23,1.3105,,1.1702,
2018-07-24,1.3135,,1.1684,
2018-07-25,1.3150,,1.1677,
2018-07-26,1.3119,,1.1654,
2018-07-27,1.3118,,1.1660,
2018-07-30,1.3140,,1.1718,
2018-07-31,1.3125,,1.1706,
2018-08-01,1.3120,,1.1666,
2018-08-02,1.3035,,1.1612,
2018-08-03,1.3021,,1.1597,
2018-08-06,1.2947,,1.1564,
2018-08-07,1.2957,,1.1597,
2018-08-08,1.2880,,1.1598,
2018-08-09,1.2870,,1.1566,
2018-08-10,1.2769,,1.1399,
2018-08-13,1.2757,,1.1396,
2018-08-14,1.2738,,1.1351,
2018-08-15,1.2685,,1.1332,
2018-08-16,1.2722,,1.1388,
2018-08-17,1.2735,,1.1410,
2018-08-20,1.2765,,1.1438,
2018-08-21,1.2860,,1.1534,
2018-08-22,1.2910,,1.1595,
2018-08-23,1.2830,,1.1567,
2018-08-24,1.2858,,1.1625,
2018-08-27,1.2891,,1.1676,
2018-08-28,1.2886,,1.1720,
2018-08-29,1.3006,,1.1699,
2018-08-30,1.2997,,1.1646,
2018-08-31,1.2964,,1.1596,
2018-09-03,,,,
2018-09-04,1.2833,,1.1566,
2018-09-05,1.2903,,1.1620,
2018-09-06,1.2933,,1.1624,
2018-09-07,1.2934,,1.1572,
2018-09-10,1.3026,,1.1604,
2018-09-11,1.3015,,1.1591,
2018-09-12,1.3029,,1.1626,
2018-09-13,1.3104,,1.1672,
2018-09-14,1.3084,,1.1656,
2018-09-17,1.3146,,1.1687,
2018-09-18,1.3158,,1.1693,
2018-09-19,1.3162,,1.1685,
2018-09-20,1.3237,,1.1744,
2018-09-21,1.3067,,1.1739,
2018-09-24,1.3128,,1.1773,
2018-09-25,1.3162,,1.1770,
2018-09-26,1.3182,,1.1758,
2018-09-27,1.3104,,1.1670,
2018-09-28,1.3053,,1.1622,
2018-10-01,1.3032,,1.1567,
2018-10-02,1.2984,,1.1560,
2018-10-03,1.2993,,1.1525,
2018-10-04,1.3014,,1.1508,
2018-10-05,1.3101,,1.1502,
2018-10-08,,,,
2018-10-09,1.3139,,1.1482,
2018-10-10,1.3206,,1.1541,
2018-10-11,1.3193,,1.1565,
2018-10-12,1.3154,,1.1559,
2018-10-15,1.3168,,1.1594,
2018-10-16,1.3210,,1.1593,
2018-10-17,1.3137,,1.1540,
2018-10-18,1.3061,,1.1494,
2018-10-19,1.3045,,1.1513,
2018-10-22,1.2974,,1.1467,
2018-10-23,1.2982,,1.1480,
2018-10-24,1.2898,,1.1389,
2018-10-25,1.2827,,1.1374,
2018-10-26,1.2826,,1.1388,
2018-10-29,1.2807,,1.1390,
2018-10-30,1.2731,,1.1364,
2018-10-31,1.2779,,1.1332,
2018-11-01,1.2974,,1.1396,
2018-11-02,1.2965,,1.1378,
2018-11-05,1.3020,,1.1394,
2018-11-06,1.3076,,1.1412,
2018-11-07,1.3144,,1.1459,
2018-11-08,1.3116,,1.1416,
2018-11-09,1.2978,,1.1325,
2018-11-12,,,,
2018-11-13,1.3031,,1.1288,
2018-11-14,1.3011,,1.1312,
2018-11-15,1.2749,,1.1324,
2018-11-16,1.2839,,1.1402,
2018-11-19,1.2842,,1.1448,
2018-11-20,1.2809,,1.1391,
2018-11-21,1.2776,,1.1393,
2018-11-22,,,,
2018-11-23,1.2804,,1.1332,
2018-11-26,1.2809,,1.1336,
2018-11-27,1.2729,,1.1281,
2018-11-28,1.2766,,1.1286,
2018-11-29,1.2789,,1.1382,
2018-11-30,1.2772,,1.1323,
2018-12-03,1.2742,,1.1356,
2018-12-04,1.2719,,1.1345,
2018-12-05,,,,
2018-12-06,1.2777,,1.1374,
2018-12-07,1.2749,,1.1390,
2018-12-10,1.2558,,1.1368,
2018-12-11,1.2524,,1.1314,
2018-12-12,1.2658,,1.1362,
2018-12-13,1.2635,,1.1358,
2018-12-14,1.2570,,1.1300,
2018-12-17,1.2606,,1.1339,
2018-12-18,1.2644,,1.1364,
2018-12-19,1.2669,,1.1422,
2018-12-20,1.2650,,1.1432,
2018-12-21,1.2681,,1.1402,
2018-12-24,,,,
2018-12-25,,,,
2018-12-26,1.2676,,1.1408,
2018-12-27,1.2627,,1.1412,
2018-12-28,1.2699,,1.1445,
2018-12-31,1.2763,,1.1456,
2019-01-01,,,,
2019-01-02,1.2598,,1.1357,
2019-01-03,1.2633,,1.1399,
2019-01-04,1.2740,,1.1410,
2019-01-07,1.2757,,1.1468,
2019-01-08,1.2724,,1.1444,
2019-01-09,1.2764,,1.1524,
2019-01-10,1.2768,,1.1517,
2019-01-11,1.2836,,1.1479,
2019-01-14,,,,
2019-01-15,1.2761,,1.1392,
2019-01-16,1.2862,,1.1408,
2019-01-17,1.2940,,1.1386,
2019-01-18,1.2898,,1.1362,
2019-01-21,,,,
2019-01-22,1.2955,,1.1359,
2019-01-23,1.3074,,1.1390,
2019-01-24,1.3027,,1.1322,
2019-01-25,1.3176,,1.1407,
2019-01-28,1.3158,,1.1438,
2019-01-29,1.3146,,1.1424,
2019-01-30,1.3062,,1.1418,
2019-01-31,1.3135,,1.1454,
2019-02-01,1.3094,,1.1474,
2019-02-04,1.3068,,1.1438,
2019-02-05,1.2947,,1.1406,
2019-02-06,1.2956,,1.1380,
2019-02-07,1.2966,,1.1357,
2019-02-08,1.2933,,1.1326,
2019-02-11,1.2862,,1.1277,
2019-02-12,1.2887,,1.1316,
2019-02-13,1.2865,,1.1288,
2019-02-14,1.2793,,1.1284,
2019-02-15,1.2857,,1.1268,
2019-02-18,,,,
2019-02-19,1.3036,,1.1328,
2019-02-20,,,,
2019-02-21,1.3060,,1.1338,
2019-02-22,1.3067,,1.1342,
2019-02-25,1.3059,,1.1345,
2019-02-26,1.3252,,1.1374,
2019-02-27,1.3318,,1.1370,
2019-02-28,1.3274,,1.1379,
2019-03-01,1.3222,,1.1376,
2019-03-04,1.3186,,1.1328,
2019-03-05,1.3141,,1.1300,
2019-03-06,1.3148,,1.1320,
2019-03-07,1.3107,,1.1214,
2019-03-08,1.3010,,1.1243,
2019-03-11,1.3095,,1.1226,
2019-03-12,1.3101,,1.1276,
2019-03-13,1.3230,,1.1310,
2019-03-14,1.3281,,1.1304,
2019-03-15,1.3278,,1.1326,
2019-03-18,1.3223,,1.1337,
2019-03-19,1.3263,,1.1346,
2019-03-20,1.3191,Extension,1.1352,
2019-03-21,1.3073,,1.1361,
2019-03-22,1.3219,,1.1282,
2019-03-25,1.3203,,1.1324,
2019-03-26,1.3215,,1.1280,
2019-03-27,1.3192,,1.1250,
2019-03-28,1.3088,,1.1236,
2019-03-29,1.3032,,1.1228,
2019-04-01,1.3144,,1.1210,
2019-04-02,1.3035,,1.1186,
2019-04-03,1.3181,,1.1242,
2019-04-04,1.3072,,1.1216,
2019-04-05,1.3010,Extension,1.1217,
2019-04-08,1.3048,,1.1262,
2019-04-09,1.3048,,1.1278,
2019-04-10,1.3100,,1.1266,
2019-04-11,1.3068,,1.1262,
2019-04-12,1.3086,,1.1304,
2019-04-15,1.3105,,1.1304,
2019-04-16,1.3049,,1.1293,
2019-04-17,1.3036,,1.1297,
2019-04-18,1.3003,,1.1241,
2019-04-19,1.3003,,1.1246,
2019-04-22,1.2983,,1.1258,
2019-04-23,1.2943,,1.1213,
2019-04-24,1.2947,,1.1192,
2019-04-25,1.2901,,1.1140,
2019-04-26,1.2930,,1.1154,
2019-04-29,1.2924,,1.1166,
2019-04-30,1.3030,,1.1201,
2019-05-01,1.3091,,1.1246,
2019-05-02,1.3032,,1.1184,
2019-05-03,1.3139,,1.1186,
2019-05-06,1.3093,,1.1197,
2019-05-07,1.3052,,1.1178,
2019-05-08,1.3014,,1.1206,
2019-05-09,1.3013,,1.1228,
2019-05-10,1.3036,,1.1241,
2019-05-13,1.2961,,1.1232,
2019-05-14,1.2921,,1.1207,
2019-05-15,1.2878,,1.1208,
2019-05-16,1.2803,,1.1178,
2019-05-17,1.2723,,1.1166,
2019-05-20,1.2718,,1.1170,
2019-05-21,1.2747,,1.1158,
2019-05-22,1.2674,,1.1156,
2019-05-23,1.2666,,1.1172,
2019-05-24,1.2700,,1.1197,
2019-05-27,,,,
2019-05-28,1.2668,,1.1177,
2019-05-29,1.2631,,1.1136,
2019-05-30,1.2619,,1.1140,
2019-05-31,1.2620,,1.1149,
2019-06-03,1.2621,,1.1206,
2019-06-04,1.2675,,1.1236,
2019-06-05,1.2706,,1.1242,
2019-06-06,1.2713,,1.1294,
2019-06-07,1.2740,,1.1324,
2019-06-10,1.2684,,1.1311,
2019-06-11,1.2724,,1.1316,
2019-06-12,1.2693,,1.1310,
2019-06-13,1.2678,,1.1275,
2019-06-14,1.2601,,1.1217,
2019-06-17,1.2568,,1.1235,
2019-06-18,1.2547,,1.1196,
2019-06-19,1.2625,,1.1214,
2019-06-20,1.2700,,1.1284,
2019-06-21,1.2703,,1.1328,
2019-06-24,1.2728,,1.1393,
2019-06-25,1.2721,,1.1386,
2019-06-26,1.2697,,1.1390,
2019-06-27,1.2674,,1.1372,
2019-06-28,1.2704,,1.1374,
2019-07-01,1.2644,,1.1307,
2019-07-02,1.2599,,1.1301,
2019-07-03,1.2568,,1.1275,
2019-07-04,,,,
2019-07-05,1.2506,,1.1216,
2019-07-08,1.2503,,1.1208,
2019-07-09,1.2463,,1.1210,
2019-07-10,1.2507,,1.1260,
2019-07-11,1.2549,,1.1261,
2019-07-12,1.2553,,1.1254,
2019-07-15,1.2523,,1.1260,
2019-07-16,1.2408,,1.1212,
2019-07-17,1.2438,,1.1232,
2019-07-18,1.2494,,1.1228,
2019-07-19,1.2500,,1.1220,
2019-07-22,1.2475,,1.1214,
2019-07-23,1.2449,,1.1156,
2019-07-24,1.2498,Boris Johnson,1.1141,
2019-07-25,1.2471,,1.1156,
2019-07-26,1.2387,,1.1121,
2019-07-29,1.2236,,1.1142,
2019-07-30,1.2148,,1.1148,
2019-07-31,1.2220,,1.1130,
2019-08-01,1.2145,,1.1062,
2019-08-02,1.2132,,1.1112,
2019-08-05,1.2165,,1.1197,
2019-08-06,1.2149,,1.1196,
2019-08-07,1.2158,,1.1236,
2019-08-08,1.2138,,1.1210,
2019-08-09,1.2085,,1.1222,
2019-08-12,1.2070,,1.1212,
2019-08-13,1.2067,,1.1182,
2019-08-14,1.2068,,1.1144,
2019-08-15,1.2112,,1.1106,
2019-08-16,1.2152,,1.1091,
2019-08-19,1.2138,,1.1096,
2019-08-20,1.2153,,1.1092,
2019-08-21,1.2142,,1.1098,
2019-08-22,1.2250,,1.1089,
2019-08-23,1.2261,,1.1148,
2019-08-26,1.2232,,1.1112,
2019-08-27,1.2288,,1.1094,
2019-08-28,1.2248,Parli. suspended,1.1084,
2019-08-29,1.2197,,1.1059,
2019-08-30,1.2166,,1.0989,
2019-09-02,,,,
2019-09-03,1.2086,,1.0968,
2019-09-04,1.2190,,1.1025,
2019-09-05,1.2337,,1.1038,
2019-09-06,1.2299,,1.1042,
2019-09-09,1.2368,,1.1056,
2019-09-10,1.2355,,1.1042,
2019-09-11,1.2329,,1.1001,
2019-09-12,1.2357,,1.1074,
2019-09-13,1.2462,,1.1074,
2019-09-16,1.2423,,1.1006,
2019-09-17,1.2493,,1.1063,
2019-09-18,1.2478,,1.1061,
2019-09-19,1.2481,,1.1046,
2019-09-20,1.2489,,1.1004,
2019-09-23,1.2428,,1.0991,
2019-09-24,1.2475,,1.0999,
2019-09-25,1.2363,,1.0949,
2019-09-26,1.2343,,1.0938,
2019-09-27,1.2312,,1.0942,
2019-09-30,1.2305,,1.0905,
2019-10-01,1.2242,,1.0932,
2019-10-02,1.2313,,1.0951,
2019-10-03,1.2390,,1.0991,
2019-10-04,1.2309,,1.0974,
2019-10-07,1.2322,,1.0984,
2019-10-08,1.2206,,1.0949,
2019-10-09,1.2215,,1.0978,
2019-10-10,1.2382,,1.1018,
2019-10-11,1.2683,,1.1039,
2019-10-14,,,,
2019-10-15,1.2737,,1.1036,
2019-10-16,1.2854,,1.1075,
2019-10-17,1.2853,,1.1129,
2019-10-18,1.2904,,1.1155,
2019-10-21,1.2983,Extension,1.1145,
2019-10-22,1.2948,,1.1138,
2019-10-23,1.2886,,1.1118,
2019-10-24,1.2810,,1.1098,
2019-10-25,1.2833,,1.1081,
